PlayerName	Position	Salary	NextSalary	SalaryCap	Team
Titus Young	WR	465000	555000	1154167	Detroit Lions
Aaron Berry	CB	415000	0	415833	Detroit Lions
Richard Dickson (buyout)	TE	2333	0	2333	Detroit Lions
Aaron Rodgers	QB	8000000	9250000	11150000	Green Bay Packers
Charles Woodson	CB	6500000	6500000	10500000	Green Bay Packers
Chad Clifton	T	5250000	0	5703125	Green Bay Packers
Ryan Pickett	DT	4500000	5400000	5375000	Green Bay Packers
A.J. Hawk	LB	4400000	4900000	6550000	Green Bay Packers
Greg Jennings	WR	3885000	0	7947500	Green Bay Packers
Nick Collins	S	3450000	4350000	3450000	Green Bay Packers
B.J. Raji	DT	3350000	4090000	3830000	Green Bay Packers
Desmond Bishop	LB	3001000	3464000	4863500	Green Bay Packers
Donald Driver	WR	2600000	0	5600000	Green Bay Packers
James Jones	WR	2300000	2950000	3000000	Green Bay Packers
Tramon Williams	CB	2300000	5900000	6300000	Green Bay Packers
Mason Crosby	K	1650000	2400000	2400000	Green Bay Packers
John Kuhn	RB	1600000	1800000	2400000	Green Bay Packers
T.J. Lang	T	1260000	0	1385625	Green Bay Packers
Charlie Peprah	S	1000000	0	1150000	Green Bay Packers
Jordy Nelson	WR	1000000	2700000	6825000	Green Bay Packers
Jermichael Finley	TE	950000	4450000	5250000	Green Bay Packers
Josh Sitton	G	950000	3400000	4350000	Green Bay Packers
Clay Matthews	LB	800000	1492500	1890000	Green Bay Packers
Brett Goode	C	676000	0	776000	Green Bay Packers
Derek Sherrod	T	675091	975182	1500455	Green Bay Packers
Brad Jones	LB	615000	0	630063	Green Bay Packers
Herb Taylor	T	615000	0	615000	Green Bay Packers
Bryan Bulaga	T	583500	862000	1367500	Green Bay Packers
Evan Dietrich-Smith	G	565000	0	565000	Green Bay Packers
Jarius Wynn	DE	565000	0	592182	Green Bay Packers
Graham Harrell	QB	540000	630000	540000	Green Bay Packers
Tim Masthay	P	540000	0	540000	Green Bay Packers
Randall Cobb	WR	520883	666766	729414	Green Bay Packers
Andrew Quarless	TE	490000	575000	535606	Green Bay Packers
C.J. Wilson	DE	490000	575000	502588	Green Bay Packers
Frank Zombo	LB	490000	0	491166	Green Bay Packers
James Starks	RB	490000	575000	515075	Green Bay Packers
Marshall Newhouse	G	490000	575000	527500	Green Bay Packers
Michael Neal	DT	490000	575000	902750	Green Bay Packers
Morgan Burnett	S	490000	575000	708775	Green Bay Packers
Rob Francois	LB	490000	0	490000	Green Bay Packers
Sam Shields	CB	490000	0	492500	Green Bay Packers
Tom Crabtree	TE	490000	0	490000	Green Bay Packers
Alexander Green	RB	465000	555000	601250	Green Bay Packers
Brandon Saine	RB	465000	555000	465000	Green Bay Packers
D.J. Smith	LB	465000	555000	465000	Green Bay Packers
D.J. Williams	TE	465000	555000	514500	Green Bay Packers
Davon House	CB	465000	555000	540145	Green Bay Packers
Jamari Lattimore	LB	465000	555000	466667	Green Bay Packers
Lawrence Guy	DT	465000	555000	476475	Green Bay Packers
M.D. Jennings	CB	465000	555000	465833	Green Bay Packers
Ray Dominguez	G	465000	555000	465000	Green Bay Packers
Ryan Taylor	TE	465000	555000	479794	Green Bay Packers
Vic So'oto	LB	465000	555000	467833	Green Bay Packers
Shaky Smithson	WR	390000	465000	390000	Green Bay Packers
Jared Allen	DE	11619850	14280612	14203183	Minnesota Vikings
Adrian Peterson	RB	8000000	11250000	8000000	Minnesota Vikings
Kevin Williams	DT	7000000	7000000	7000000	Minnesota Vikings
Chad Greenway	LB	5900000	6900000	7700000	Minnesota Vikings
Antoine Winfield	CB	3000000	3000000	3280000	Minnesota Vikings
John Sullivan	C	3000000	0	3000000	Minnesota Vikings
Charlie Johnson	T	2950000	2950000	3950000	Minnesota Vikings
John Carlson	TE	2900000	2900000	4150000	Minnesota Vikings
Michael Jenkins	WR	2500000	2500000	3166666	Minnesota Vikings
Remi Ayodele	DT	2200000	2200000	3033333	Minnesota Vikings
Cedric Griffin (buyout)	CB	2000000	0	2000000	Minnesota Vikings
Ryan Longwell	K	1750000	2500000	2625000	Minnesota Vikings
Brian Robison	DE	1726000	864000	3892667	Minnesota Vikings
Sage Rosenfels	QB	1450000	1450000	1450000	Minnesota Vikings
Chris Kluwe	P	1300000	1400000	1542857	Minnesota Vikings
Joe Berger	G	1000000	0	1000000	Minnesota Vikings
Percy Harvin	WR	915000	1550000	1355000	Minnesota Vikings
Eric Frampton	S	850000	950000	1183333	Minnesota Vikings
Cullen Loeffler	LS	840000	915000	840000	Minnesota Vikings
Christian Ponder	QB	836759	0	2306759	Minnesota Vikings
Phillip Loadholt	T	615000	0	918750	Minnesota Vikings
Kyle Rudolph	TE	585448	555000	1052239	Minnesota Vikings
Asher Allen	CB	565000	0	746375	Minnesota Vikings
Jamarca Sanford	S	565000	0	577318	Minnesota Vikings
Jasper Brinkley	LB	565000	0	611500	Minnesota Vikings
Andrew Sendejo	S	540000	0	540000	Minnesota Vikings
Mickey Shuler	TE	540000	0	540000	Minnesota Vikings
Patrick Brown	T	540000	0	540000	Minnesota Vikings
Chris Cook	CB	490000	575000	1065000	Minnesota Vikings
Everson Griffen	DE	490000	575000	625000	Minnesota Vikings
Joe Webb	QB	490000	575000	513000	Minnesota Vikings
Toby Gerhart	RB	490000	575000	974750	Minnesota Vikings
Brandon Burton	CB	465000	555000	507250	Minnesota Vikings
Brandon Fusco	C	465000	555000	488556	Minnesota Vikings
Christian Ballard	DT	465000	555000	566888	Minnesota Vikings
D'Aundre Reed	DE	465000	555000	477563	Minnesota Vikings
DeMarcus Love	T	465000	555000	465000	Minnesota Vikings
Emmanuel Arceneaux	WR	465000	555000	465000	Minnesota Vikings
Jordan Todman	RB	465000	555000	465000	Minnesota Vikings
Larry Dean	LB	465000	555000	465000	Minnesota Vikings
Mistral Raymond	S	465000	555000	489483	Minnesota Vikings
Ryan D'Imperio	LB	465000	555000	465000	Minnesota Vikings
Stephen Burton	WR	465000	555000	465000	Minnesota Vikings
Marcus Sherels	CB	415000	0	415000	Minnesota Vikings
Caleb King	RB	390000	480000	390000	Minnesota Vikings
McLeod Bethel-Thompson	QB	390000	480000	392500	Minnesota Vikings
Anthony Herrera (buyout)	G	100000	0	100000	Minnesota Vikings
Ray Rice	RB	7700000	0	7700000	Baltimore Ravens
Ed Reed	S	7200000	0	10025000	Baltimore Ravens
Joe Flacco	QB	6760000	0	8860000	Baltimore Ravens
Anquan Boldin	WR	6000000	6000000	6000000	Baltimore Ravens
Ray Lewis	LB	4950000	5400000	4950000	Baltimore Ravens
Terrell Suggs	DT	4900000	4900000	11183333	Baltimore Ravens
Marshal Yanda	G	4500000	4500000	6500000	Baltimore Ravens
Bryant McKinnie	T	3200000	0	4200000	Baltimore Ravens
Vonta Leach	FB	3000000	3000000	4333333	Baltimore Ravens
Haloti Ngata	DT	2900000	4000000	17900000	Baltimore Ravens
Chris Carr (Buyout)	CB	2850000	0	2850000	Baltimore Ravens
Domonique Foxworth (Buyout)	CB	2700000	0	2700000	Baltimore Ravens
Billy Cundiff	K	2200000	2300000	2800000	Baltimore Ravens
Sam Koch	P	1600000	1900000	2000000	Baltimore Ravens
Bernard Pollard	S	1250000	0	1750000	Baltimore Ravens
Michael Oher	T	865000	1685000	2040000	Baltimore Ravens
Jimmy Smith	CB	714000	1053000	1695500	Baltimore Ravens
Paul Kruger	DE	615000	0	865000	Baltimore Ravens
Arthur Jones	DT	540000	0	584500	Baltimore Ravens
Torrey Smith	WR	529000	683000	765725	Baltimore Ravens
David Reed	WR	490000	0	534667	Baltimore Ravens
Dennis Pitta	TE	490000	0	613667	Baltimore Ravens
Ed Dickson	TE	490000	0	710833	Baltimore Ravens
Emanuel Cook	CB	490000	0	490000	Baltimore Ravens
Ramon Harewood	T	490000	0	514723	Baltimore Ravens
Terrence Cody	DT	490000	575000	770000	Baltimore Ravens
Anthony Allen	RB	465000	555000	477500	Baltimore Ravens
Chykie Brown	CB	465000	555000	501140	Baltimore Ravens
Jah Reid	T	465000	555000	605810	Baltimore Ravens
Michael McAdoo	DT	465000	555000	466667	Baltimore Ravens
Pernell McPhee	DE	465000	555000	501140	Baltimore Ravens
Tandon Doss	WR	465000	555000	568140	Baltimore Ravens
Tyrod Taylor	QB	465000	555000	491275	Baltimore Ravens
Andre Smith	T	4500000	0	4500000	Cincinnati Bengals
Nate Clements	CB	4300000	0	7300000	Cincinnati Bengals
Robert Geathers	LB	4200000	0	4200000	Cincinnati Bengals
Andrew Whitworth	G	3185000	3400000	4185000	Cincinnati Bengals
Domata Peko	DT	3175000	3300000	3175000	Cincinnati Bengals
Mike Nugent	K	2665000	0	2665000	Cincinnati Bengals
Kyle Cook	C	2500000	2500000	3500000	Cincinnati Bengals
Thomas Howard	LB	2400000	0	2400000	Cincinnati Bengals
Keith Rivers	LB	2160000	2000000	2405000	Cincinnati Bengals
Chris Crocker	S	1917000	0	2292000	Cincinnati Bengals
Bruce Gradkowski	QB	1800000	0	1800000	Cincinnati Bengals
Leon Hall	CB	1600000	6500000	8400000	Cincinnati Bengals
Michael Johnson	DE	1408000	0	1838000	Cincinnati Bengals
A.J. Green	WR	1269913	2164826	4469913	Cincinnati Bengals
Kevin Huber	P	1260000	0	1308750	Cincinnati Bengals
Brian Leonard	RB	950000	0	950000	Cincinnati Bengals
Jermaine Greshman	TE	690250	975500	2610250	Cincinnati Bengals
Rey Maualuga	LB	615000	0	1142500	Cincinnati Bengals
Andy Dalton	QB	612009	749018	1362009	Cincinnati Bengals
Bernard Scott	RB	565000	0	584375	Cincinnati Bengals
Brandon Tate	WR	565000	0	761870	Cincinnati Bengals
Brandon Ghee	CB	540000	575000	703250	Cincinnati Bengals
Cedric Peerman	RB	540000	0	540000	Cincinnati Bengals
Jeromy Miles	CB	540000	0	540000	Cincinnati Bengals
Nick Hayden	DT	540000	0	540000	Cincinnati Bengals
Otis Hudson	T	540000	0	540000	Cincinnati Bengals
Taylor Mays	S	540000	575000	1058750	Cincinnati Bengals
Vincent Rey	LB	540000	0	540000	Cincinnati Bengals
Carlos Dunlap	DE	490000	575000	957250	Cincinnati Bengals
Geno Atkins	DT	490000	575000	608112	Cincinnati Bengals
Jordan Shipley	WR	490000	575000	679250	Cincinnati Bengals
Roddrick Muckelroy	LB	490000	575000	596250	Cincinnati Bengals
Andrew Hawkins	WR	465000	0	465000	Cincinnati Bengals
Clint Boling	G	465000	555000	577000	Cincinnati Bengals
Colin Cochart	TE	465000	555000	465000	Cincinnati Bengals
Dontay Moch	LB	465000	555000	639750	Cincinnati Bengals
Robert Sands	S	465000	555000	518000	Cincinnati Bengals
Ryan Whalen	C	465000	555000	493250	Cincinnati Bengals
Armon Binns	WR	390000	480000	390000	Cincinnati Bengals
Morgan Trent (Buyout)	CB	84000	0	84000	Cincinnati Bengals
Joe Thomas	T	10500000	10000000	11900000	Cleveland Browns
Joe Haden	CB	5765505	6936429	9765505	Cleveland Browns
Chris Gocong	LB	4500000	4450000	5012500	Cleveland Browns
Phil Dawson	K	3810000	0	3810000	Cleveland Browns
Sheldon Brown	CB	3700000	0	5366667	Cleveland Browns
Scott Fujita	LB	3650000	0	4316667	Cleveland Browns
D'Qwell Jackson	LB	3400000	3600000	6200000	Cleveland Browns
Jaqua Parker	DE	3000000	0	3000000	Cleveland Browns
Seneca Wallace	QB	3000000	3000000	3000000	Cleveland Browns
Benjamin Watson	TE	2880000	0	4996666	Cleveland Browns
Usama Young	CB	2000000	0	2000000	Cleveland Browns
Alex Mack	C	1903000	3132000	2463000	Cleveland Browns
Evan Moore	TE	1868750	2250000	1868750	Cleveland Browns
Brandon Jackson	RB	1650000	0	2250000	Cleveland Browns
Joshua Cribbs	WR	1438000	0	1438000	Cleveland Browns
Frostee Rucker	DE	1000000	2500000	2000000	Cleveland Browns
Tony Pashos (Buyout)	T	1000000	0	1000000	Cleveland Browns
Phil Taylor	DT	748000	0	1866000	Cleveland Browns
Raymond Ventrone	S	700000	0	1366667	Cleveland Browns
Reggie Hodges	P	650000	0	650000	Cleveland Browns
Marcus Benard	LB	615000	0	615000	Cleveland Browns
Mohamed Massaquoi	WR	615000	0	620750	Cleveland Browns
Jabaal Sheard	DT	608000	0	1165000	Cleveland Browns
Kaluka Maiava	LB	565000	0	752500	Cleveland Browns
Brian Schaefering	DT	540000	0	540000	Cleveland Browns
Chris Ogbonnaya	RB	540000	0	540000	Cleveland Browns
Dan Gronkowski	TE	540000	0	540000	Cleveland Browns
Shawn Lauvao	G	540000	575000	714250	Cleveland Browns
Carlton Mitchell	WR	490000	575000	518362	Cleveland Browns
Colt McCoy	QB	490000	575000	677750	Cleveland Browns
Montario Hardesty	RB	490000	575000	740000	Cleveland Browns
T.J. Ward	S	490000	575000	1252000	Cleveland Browns
Greg Little	WR	476250	602500	706250	Cleveland Browns
Auston English	DT	465000	0	465000	Cleveland Browns
Ben Jacobs	LB	465000	0	465000	Cleveland Browns
Buster Skrine	CB	465000	555000	518000	Cleveland Browns
Eric Hagg	S	465000	555000	476250	Cleveland Browns
James Dockery	CB	465000	555000	471667	Cleveland Browns
Jason Pinkston	T	465000	555000	465000	Cleveland Browns
Jordan Cameron	TE	465000	555000	585000	Cleveland Browns
Jordan Norwood	WR	465000	0	465000	Cleveland Browns
Owen Marecic	RB	465000	555000	565000	Cleveland Browns
Thaddeus Lewis	QB	465000	0	465000	Cleveland Browns
Emmanuel Stephens	DT	415000	0	415000	Cleveland Browns
Troy Polamalu	S	6250000	7500000	6250000	Pittsburgh Steelers
James Harrison	LB	5565000	6570000	9680500	Pittsburgh Steelers
Heath Miller	TE	4274000	5162000	7070500	Pittsburgh Steelers
Larry Foote	LB	3000000	0	3600000	Pittsburgh Steelers
Ryan Clark	S	3000000	3500000	4250000	Pittsburgh Steelers
Casey Hampton	T	2890000	0	5056667	Pittsburgh Steelers
Chris Kemoeatu (buyout)	G	2869334	0	2869334	Pittsburgh Steelers
Brett Keisel	DE	2825000	2825000	4500000	Pittsburgh Steelers
Jonathan Scott	T	2200000	0	2200000	Pittsburgh Steelers
Shaun Suisham	K	1350000	1400000	1687500	Pittsburgh Steelers
Will Allen	CB	1280000	0	1605000	Pittsburgh Steelers
Hines Ward (buyout)	WR	1220000	0	1220000	Pittsburgh Steelers
James Farrior (buyout)	LB	1000000	0	1000000	Pittsburgh Steelers
Ben Roethilsberger	QB	900000	11600000	8895000	Pittsburgh Steelers
Aaron Smith (buyout)	DE	875000	0	875000	Pittsburgh Steelers
Greg Warren	LS	825000	0	975000	Pittsburgh Steelers
Ike Taylor	CB	825000	6000000	4279166	Pittsburgh Steelers
LaMarr Woodley	LB	700000	9000000	4940000	Pittsburgh Steelers
Lawrence Timmons	LB	700000	5375000	3985000	Pittsburgh Steelers
Willie Colon	T	700000	5500000	2850000	Pittsburgh Steelers
Cameron Heyward	DE	679774	984548	1522274	Pittsburgh Steelers
Maurkice Pouncey	C	666125	977250	2986125	Pittsburgh Steelers
Rashard Mendenhall	RB	650000	0	2016000	Pittsburgh Steelers
Evander Hood	DE	615000	660000	1644000	Pittsburgh Steelers
Chris Scott	G	540000	0	586667	Pittsburgh Steelers
Derrick Williams	WR	540000	0	540000	Pittsburgh Steelers
Jeremy Kapinos	P	540000	0	540000	Pittsburgh Steelers
Troy Smith	QB	525000	0	525000	Pittsburgh Steelers
Al Woods	DT	490000	575000	0	Pittsburgh Steelers
Antonio Brown	WR	490000	0	514358	Pittsburgh Steelers
Emmanuel Sanders	WR	490000	0	685356	Pittsburgh Steelers
Jason Worilds	LB	490000	575000	965000	Pittsburgh Steelers
Jonathan Dwyer	RB	490000	0	515946	Pittsburgh Steelers
Stevenson Sylvester	LB	490000	0	528853	Pittsburgh Steelers
Baron Batch	RB	465000	555000	476628	Pittsburgh Steelers
Chris Carter	LB	465000	555000	506000	Pittsburgh Steelers
Cortez Allen	CB	465000	555000	563000	Pittsburgh Steelers
Curtis Brown	CB	465000	555000	595250	Pittsburgh Steelers
Da'Mon Cromartie-Smith	CB	465000	555000	465000	Pittsburgh Steelers
Marcus Gilbert	T	465000	555000	676750	Pittsburgh Steelers
Morty Ivy	LB	465000	555000	465000	Pittsburgh Steelers
Weslye Saunders	TE	465000	630000	466333	Pittsburgh Steelers
Chad Spann	RB	390000	0	390000	Pittsburgh Steelers
Corbin Bryant	DT	390000	0	390000	Pittsburgh Steelers
David Gilreath	WR	390000	0	390000	Pittsburgh Steelers
Jamie McCoy	TE	390000	0	390000	Pittsburgh Steelers
Jerrod Johnson	QB	390000	0	390000	Pittsburgh Steelers
Jimmy Young	WR	390000	0	390000	Pittsburgh Steelers
John Clay	RB	390000	480000	390000	Pittsburgh Steelers
John Malecki	G	390000	0	390000	Pittsburgh Steelers
Juamorris Stewart	WR	390000	0	390000	Pittsburgh Steelers
Kade Weston	DT	390000	0	390000	Pittsburgh Steelers
Marshall McFadden	LB	390000	0	390000	Pittsburgh Steelers
Mike Blanc	DT	390000	0	390000	Pittsburgh Steelers
Trevis Turner	T	390000	0	390000	Pittsburgh Steelers
Tyler Beiler	 	390000	0	390000	Pittsburgh Steelers
Bryant McFadden (buyout)	CB	166667	0	166667	Pittsburgh Steelers
Matt Ryan	QB	11500000	10000000	13000000	Atlanta Falcons
Brent Grimes	CB	10431000	0	10431000	Atlanta Falcons
Roddy White	WR	5500000	5600000	8025000	Atlanta Falcons
Dunta Robinson	CB	5000000	8000000	6400000	Atlanta Falcons
Michael Turner	RB	5000000	5500000	7500000	Atlanta Falcons
Jonathan Babineaux	DT	4100000	4700000	5696000	Atlanta Falcons
Tony Gonzalez	TE	3900000	0	5900000	Atlanta Falcons
Ovie Mughelli	RB	3000000	0	3833333	Atlanta Falcons
Ray Edwards	DE	3000000	5500000	5200000	Atlanta Falcons
Sam Baker	T	2576250	0	2576250	Atlanta Falcons
Justin Blalock	G	2500000	4500000	4800000	Atlanta Falcons
Tyson Clabo	T	2500000	4500000	4750000	Atlanta Falcons
Stephen Nicholas	LB	2300000	0	3500000	Atlanta Falcons
Matt Bryant	K	2050000	2400000	2050000	Atlanta Falcons
John Abraham	DE	1500000	3250000	4406000	Atlanta Falcons
Thomas DeCoud	S	1400000	1900000	2000000	Atlanta Falcons
Vance Walker	DT	1260000	0	1260000	Atlanta Falcons
Julio Jones	WR	1110625	1846250	3678125	Atlanta Falcons
Jamaal Anderson (Buyout)	DE	1100000	0	1100000	Atlanta Falcons
Kroy Biermann	LB	1100000	2400000	2133333	Atlanta Falcons
Will Svitek	T	951000	0	951000	Atlanta Falcons
Chauncey Davis (Buyout)	DE	900000	0	900000	Atlanta Falcons
Peria Jerry	DT	845000	905000	845000	Atlanta Falcons
Sean Weatherspoon	LB	726250	1047500	826250	Atlanta Falcons
Jason Snelling	RB	700000	850000	1058333	Atlanta Falcons
Mike Cox	FB	700000	0	700000	Atlanta Falcons
Christopher Owens	CB	565000	0	737000	Atlanta Falcons
Garrett Reynolds	T	565000	0	610150	Atlanta Falcons
Lawrence Sidbury	DE	565000	0	675250	Atlanta Falcons
Spencer Adkins	LB	565000	0	594762	Atlanta Falcons
William Moore	S	565000	0	840000	Atlanta Falcons
Antoine Smith	RB	540000	0	540000	Atlanta Falcons
Joe Hawley	G	540000	575000	660000	Atlanta Falcons
Michael Palmer	TE	540000	0	540000	Atlanta Falcons
Mike Johnson	G	540000	575000	700500	Atlanta Falcons
Akeem Dent	LB	500000	625000	635625	Atlanta Falcons
Corey Peters	DT	490000	575000	681750	Atlanta Falcons
Dominique Franks	CB	490000	575000	542762	Atlanta Falcons
Kerry Meier	WR	490000	575000	529250	Atlanta Falcons
Shann Schillinger	S	490000	575000	521250	Atlanta Falcons
Cliff Matthews	DE	465000	555000	495500	Atlanta Falcons
Darrin Walls	CB	465000	555000	465000	Atlanta Falcons
Jacquizz Rodgers	RB	465000	555000	512750	Atlanta Falcons
Matt Bosher	P	465000	555000	488950	Atlanta Falcons
Kevin Cone	WR	390000	480000	390000	Atlanta Falcons
Robert James	LB	390000	480000	390000	Atlanta Falcons
Michael Jenkins (Buyout)	WR	200000	0	200000	Atlanta Falcons
Jordan Gross	T	8500000	8700000	9333333	Carolina Panthers
Steve Smith	WR	7750000	0	8196464	Carolina Panthers
Chris Gamble	CB	6750000	7950000	9750000	Carolina Panthers
DeAngelo Williams	RB	5250000	4750000	8450000	Carolina Panthers
Charles Johnson	DE	4750000	6750000	10000000	Carolina Panthers
Greg Olsen	TE	3000000	3750000	4125000	Carolina Panthers
James Anderson	LB	2400000	2900000	3900000	Carolina Panthers
Travelle Wharton (Buyout)	T	2400000	0	2400000	Carolina Panthers
Olindo Mare	K	2100000	2200000	3200000	Carolina Panthers
Ron Edwards	DT	1500000	2750000	2333333	Carolina Panthers
Ryan Kalil	C	1500000	4750000	4500000	Carolina Panthers
Cam Newton	QB	1376159	2377318	5005659	Carolina Panthers
Jonathan Stewart	RB	1311250	0	2611250	Carolina Panthers
Captain Munnerlyn	CB	1308000	0	1323000	Carolina Panthers
Jon Beason	LB	1250000	5250000	4833333	Carolina Panthers
Jeff Otah	T	1067250	0	2354450	Carolina Panthers
Ben Hartsock	TE	840000	0	1040000	Carolina Panthers
Darius Butler	CB	770000	0	1320620	Carolina Panthers
Lee Ziemba	T	735000	735000	835000	Carolina Panthers
Charles Godfrey	S	700000	1600000	2633333	Carolina Panthers
Jyles Tucker	LB	700000	0	700000	Carolina Panthers
Mike Tolbert	FB	700000	1000000	1125000	Carolina Panthers
Thomas Davis	LB	700000	4250000	2350000	Carolina Panthers
Gary Barnidge	TE	615000	0	640000	Carolina Panthers
J.J. Jansen	LS	615000	715000	765000	Carolina Panthers
Kion Wilson	LB	615000	0	615000	Carolina Panthers
Mike Goodson	RB	615000	0	625500	Carolina Panthers
Ogemdi Nwaguo	DT	615000	0	615000	Carolina Panthers
Sherrod Martin	S	615000	0	859750	Carolina Panthers
Jason Williams	LB	565000	0	740800	Carolina Panthers
Garry Williams	T	550000	900000	783333	Carolina Panthers
Brandon LaFell	WR	540000	575000	743500	Carolina Panthers
Greg Hardy	DE	540000	575000	568946	Carolina Panthers
Jason Phillips	LB	540000	0	540000	Carolina Panthers
Andre Neblett	DT	490000	0	490000	Carolina Panthers
Armanti Edwards	WR	490000	575000	667500	Carolina Panthers
David Gettis	WR	490000	575000	513500	Carolina Panthers
Eric Norwood	LB	490000	575000	604600	Carolina Panthers
Jimmy Clausen	QB	490000	575000	490000	Carolina Panthers
Jordan Pugh	CB	490000	575000	510818	Carolina Panthers
Brandon Hogan	CB	465000	555000	640000	Carolina Panthers
Bryant Browning	G	465000	555000	465000	Carolina Panthers
Byron Bell	T	465000	0	469667	Carolina Panthers
Darvin Adams	WR	465000	555000	465000	Carolina Panthers
Frank Kearse	DT	465000	555000	465000	Carolina Panthers
Johsua Thomas	CB	465000	555000	507237	Carolina Panthers
Kealoha Pilares	K	465000	555000	556668	Carolina Panthers
Richie Brockel	RB	465000	0	465000	Carolina Panthers
Sione Fua	DT	465000	555000	593500	Carolina Panthers
Terrell McClain	DT	465000	555000	640750	Carolina Panthers
Thomas Keiser	DT	465000	555000	465000	Carolina Panthers
Zachary Williams	G	465000	555000	479175	Carolina Panthers
Jeff Byers	C	415000	0	415000	Carolina Panthers
Justin Medlock	KR	390000	480000	390000	Carolina Panthers
Drew Brees	QB	15760000	0	15760000	New Orleans Saints
Sedrick Ellis	DT	5816000	0	7757000	New Orleans Saints
Jabari Greer	CB	5400000	0	6150000	New Orleans Saints
Jonathan Vilma	LB	5400000	5900000	6600000	New Orleans Saints
Roman Harper	S	4500000	5250000	6250000	New Orleans Saints
Darren Sproles	RB	3500000	0	3500000	New Orleans Saints
Jermon Bushrod	T	3250000	0	6750000	New Orleans Saints
Devery Henderson	WR	2650000	0	3525000	New Orleans Saints
Pierre Thomas	RB	2160000	2100000	2260000	New Orleans Saints
Lance Moore	WR	2000000	2500000	4600000	New Orleans Saints
Zach Strief	T	1917000	0	2167000	New Orleans Saints
Scott Shanle	LB	1750000	0	2950000	New Orleans Saints
Will Herring	LB	1300000	1500000	1733333	New Orleans Saints
David Thomas	TE	1100000	1500000	1600000	New Orleans Saints
Malcolm Jenkins	CB	1092000	2264000	1142000	New Orleans Saints
Will Smith	DE	825000	9000000	7312500	New Orleans Saints
Korey Hall	RB	750000	0	1050000	New Orleans Saints
Cameron Jordan	DE	726427	1077855	1756427	New Orleans Saints
Mark Ingram	RB	712125	1049000	809375	New Orleans Saints
Chase Daniel	QB	700000	0	1000000	New Orleans Saints
Garret Hartley	K	700000	734000	1750000	New Orleans Saints
Jahri Evans	G	700000	7200000	3560000	New Orleans Saints
Thomas Morstead	P	565000	0	606250	New Orleans Saints
Adrian Arrington	WR	540000	0	540000	New Orleans Saints
Brian De La Puente	G	540000	0	540000	New Orleans Saints
Jimmy Graham	TE	540000	575000	706285	New Orleans Saints
Jonathon Amaya	CB	540000	0	540000	New Orleans Saints
Justin Drescher	C	540000	0	540000	New Orleans Saints
Patrick Robinson	CB	527500	725000	1127500	New Orleans Saints
Johnny Patrick	CB	509000	0	645250	New Orleans Saints
Martez Wilson	LB	509000	0	671000	New Orleans Saints
Charles Brown	T	495000	575000	745000	New Orleans Saints
Chris Ivory	RB	490000	0	491667	New Orleans Saints
Greg Romeus	DE	490000	0	502500	New Orleans Saints
Junior Galette	DT	490000	0	491667	New Orleans Saints
Matt Tennant	C	490000	575000	533500	New Orleans Saints
Eric Olsen	C	465000	0	465000	New Orleans Saints
Isa Abdul-Quddus	CB	465000	555000	465000	New Orleans Saints
Jeremiha Hunter	LB	465000	555000	465000	New Orleans Saints
Michael Higgins	TE	465000	0	465000	New Orleans Saints
Tom Johnson	DT	465000	555000	465000	New Orleans Saints
Jed Collins	TE	415000	500000	415000	New Orleans Saints
Nathan Bussey	LB	390000	480000	390000	New Orleans Saints
Vincent Jackson	WR	11000000	13000000	13000000	Tampa Bay Buccaneers
Davin Joseph	G	9500000	6000000	9500000	Tampa Bay Buccaneers
Eric Wright	CB	7750000	7750000	7750000	Tampa Bay Buccaneers
Josh Freeman	QB	6585000	8430000	8585000	Tampa Bay Buccaneers
Gerald McCoy	DT	6547500	8021250	11147500	Tampa Bay Buccaneers
Carl Nicks	G	6500000	12500000	12500000	Tampa Bay Buccaneers
Quincy Black	LB	5500000	5500000	5750000	Tampa Bay Buccaneers
Donald Penn	T	5100000	5000000	5633333	Tampa Bay Buccaneers
Jeremy Trueblood	T	5000000	0	5000000	Tampa Bay Buccaneers
Jeremy Zuttah	G	3375000	3625000	3875000	Tampa Bay Buccaneers
Kellen Winslow	TE	3300000	4500000	4466667	Tampa Bay Buccaneers
Michael Koenen	P	3000000	3250000	3000000	Tampa Bay Buccaneers
Michael Bennett	DT	2742000	0	2742000	Tampa Bay Buccaneers
Connor Barth	K	2665000	0	2665000	Tampa Bay Buccaneers
Jeff Faine (buyout)	C	2400000	0	2400000	Tampa Bay Buccaneers
Tanard Jackson	S	2000000	0	3000000	Tampa Bay Buccaneers
Aqib Talib	CB	1852500	0	2152500	Tampa Bay Buccaneers
E.J. Biggers	CB	1440000	0	1455000	Tampa Bay Buccaneers
Roy Miller	DT	1370000	0	1562500	Tampa Bay Buccaneers
Adam Hayward	LB	1105700	1257000	1105700	Tampa Bay Buccaneers
Sammie Stroughter	WR	1000000	0	1012000	Tampa Bay Buccaneers
Tim Crowder	DE	1000000	0	1000000	Tampa Bay Buccaneers
Dan Orlovsky	QB	900000	1500000	1000000	Tampa Bay Buccaneers
Adrian Clayborn	DE	748189	1121378	1865947	Tampa Bay Buccaneers
Andrew Economos	LS	700000	0	895000	Tampa Bay Buccaneers
Frank Okam	DT	700000	0	700000	Tampa Bay Buccaneers
John McCargo	DT	700000	0	700000	Tampa Bay Buccaneers
Rudy Carpenter	QB	615000	0	615000	Tampa Bay Buccaneers
